"Currency","Frequency","Mean","SD","t_Stat","Sharpe","Skewness","Kurtosis","Positive","N"
"ARK","Weekly",-0.16766065635183,17.1371934649966,-0.181455728662579,-0.00978343721766827,0.57985154366502,7.61567828249558,51.453488372093,344
"AST","Daily",-0.0670725267060588,8.51197404115911,-0.398377499478602,-0.00787978515697227,0.910005939483215,13.9852152012884,48.5524256651017,2556
"AST","Monthly",-2.04092116977008,41.1345798500428,-0.454735445554792,-0.0496157047722453,0.385508332259431,4.2319010240908,46.4285714285714,84
"AST","Weekly",3.06399804341696,25.6097608408503,1.59173070495078,0.119641806202639,0.724081217308832,6.85529408841373,56.4971751412429,177
"ATM","Daily",-0.0444551647466905,6.4719020701167,-0.279356023143835,-0.00686894892182584,-0.764857446011313,44.0645806596933,48.6094316807739,1654
"ATM","Monthly",-1.33688804529138,27.4095361958453,-0.36172181200239,-0.0487745591803932,0.278986774454024,4.20208015249736,38.1818181818182,55
"ATM","Weekly",-0.302906522781706,19.6887255832303,-0.236345327647625,-0.0153847704109251,2.59782921037277,23.8588720807236,47.0338983050847,236
"BAT","Daily",-0.0280222376091789,5.81368946498306,-0.243686463644131,-0.00482004375671631,-0.162787174742592,9.66650276623465,50.3912363067293,2556
"BAT","Monthly",-0.852676658679293,30.1024468456406,-0.259610479623569,-0.0283258255733047,0.648525558790751,3.28690602365968,44.047619047619,84
"BAT","Weekly",-0.195696282319838,14.8593857017395,-0.251954582905431,-0.0131698770223677,-0.0992904145949203,5.22497427880307,49.4535519125683,366
"BAY","Daily",-2.06495970770403,12.5498246719466,-2.59641193607468,-0.164540920824174,-6.44002619237691,61.3022121366236,35.7429718875502,249
"BAY","Monthly",-57.1305519131446,70.007102820977,-2.4482038083724,-0.816067936124133,-1.63904650882009,4.89293849875767,11.1111111111111,9
"BCH","Daily",-0.0674517292026876,5.65103724553874,-0.603455629145189,-0.0119361678700557,0.00471952390102855,16.4826791728269,48.8262910798122,2556
"BCH","Monthly",-2.05245976002464,31.2892083105528,-0.6012010350541,-0.0655964107386003,0.515263525528759,4.30162883780703,42.8571428571429,84
"BCH","Weekly",-0.471056338366312,16.0079650052267,-0.562959650442858,-0.0294263723223101,0.434841610761573,10.1735356107019,47.2677595628415,366
"BCN","Daily",-0.2042656989372,14.4605406699548,-0.714153120018623,-0.0141257303996669,0.714005805364965,52.6089777089172,42.8012519561815,2556
"BCN","Monthly",-6.21551341051767,34.6221106862954,-1.64536824139869,-0.179524393149664,-0.120226313873232,3.81280039714293,46.4285714285714,84
"BCN","Weekly",16.5909409520007,53.8811996224591,0.68852349315354,0.307917066959385,0.830849202208214,2.51039136030099,40,5
"BLOCK","Daily",-0.301927514417159,11.7696286059755,-1.29694141198145,-0.0256531046581937,-0.083604168808287,19.6989016397646,47.848200312989,2556
